"country","year","hhid","grappe","menage","vague","zae","region","milieu","hhweight","hhsize","eqadu1","eqadu2","hgender","hage","hmstat","hreligion","hnation","halfab","heduc","hdiploma","hhandig","hactiv7j","hactiv12m","hbranch","hsectins","hcsp","dali","dnal","dtot","pcexp","zzae","zref","def_spa","def_temp"
"SEN",2018,152010,152,10,1,3,3,1,123.8896484375,5,3.55000001192093,2.84862303733826,1,60,2,1,7,1,1,0,0,1,1,6,3,9,1764659.0456543,368975.237792969,2133634.25,408727.15625,348124.6875,333440.5,1.04403841495514,1.01178658008575
"SEN",2018,152011,152,11,1,3,3,1,123.8896484375,14,10.0099999904633,6.71692180633545,1,44,2,1,7,1,1,0,0,1,1,10,3,2,2435693.29003906,2306474.02264404,4742167.5,324438.5,348124.6875,333440.5,1.04403841495514,1.01178658008575
"SEN",2018,152012,152,12,1,3,3,1,123.8896484375,8,5.86999994516373,4.4858865737915,1,47,3,1,7,1,1,0,0,1,1,6,3,9,1926136.68457031,1339233.68579102,3265370.25,390954.28125,348124.6875,333440.5,1.04403841495514,1.01178658008575
"SEN",2018,153001,153,1,2,3,3,1,108.694854736328,15,10.9699999094009,7.36900806427002,1,66,3,1,7,1,3,0,0,1,1,4,3,10,5793168.54248047,8180339.97460938,13973509,892272.9375,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,153002,153,2,2,3,3,1,108.694854736328,11,8.32499998807907,5.91016006469727,1,68,2,1,7,1,1,0,0,5,3,,,,2798681.74951172,2325995.56968689,5124677.5,446228.59375,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,153003,153,3,2,3,3,1,108.694854736328,4,3,2.28110885620117,2,35,2,1,7,0,1,0,0,5,3,,,,1616110.55126953,882431.481109619,2498542,598287.875,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,153004,153,4,2,3,3,1,108.694854736328,16,12.1799999475479,8.01473617553711,2,55,3,1,7,0,1,0,0,1,1,6,3,9,3296640.0100708,4083811.8493042,7380452,441821.15625,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,153005,153,5,2,3,3,1,108.694854736328,12,8.31999999284744,5.68806028366089,2,41,3,1,7,1,1,0,0,1,1,6,3,4,3311691.49682617,3006484.046875,6318175.5,504305.8125,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,153006,153,6,2,3,3,1,108.694854736328,22,16.6499998569489,10.267541885376,2,49,5,1,7,0,1,0,0,1,1,6,3,9,2447170.48828125,4171147.16815186,6618317.5,288143.25,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,153007,153,7,2,3,3,1,108.694854736328,9,6.25,4.56199073791504,2,34,2,1,7,1,3,0,1,5,3,,,,2163753.02514648,2678331.3782196,4842084.5,515315.6875,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,153008,153,8,2,3,3,1,108.694854736328,2,1.45000004768372,1.61214470863342,1,68,2,1,7,1,1,0,0,5,3,,,,1138839.1574707,1454734.75460815,2593574,1242087.5,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,153009,153,9,2,3,3,1,108.694854736328,18,13.7599999308586,9.2894983291626,1,89,3,1,7,1,1,0,0,5,3,,,,3622905.99365234,5916243.35125732,9539149,507598.90625,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,153010,153,10,2,3,3,1,108.694854736328,3,2.45000004768372,2.19882225990295,1,65,2,1,7,1,1,0,0,5,3,,,,839998.912353516,1170909.927948,2010908.875,642029,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,153011,153,11,2,3,3,1,108.694854736328,14,10.2199999690056,7.4410572052002,1,87,2,1,7,1,9,9,1,5,3,,,,3797511.00537109,8011253.93200684,11808765,807904.375,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,153012,153,12,2,3,3,1,108.694854736328,5,4.16999995708466,2.84862303733826,2,47,3,1,7,1,1,0,0,1,1,9,3,3,1756241.85693359,2572567.46609497,4328809.5,829243.3125,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,154001,154,1,1,3,3,1,103.964981079102,7,4.69999998807907,3.638516664505,2,69,3,1,7,1,3,1,0,1,1,6,3,9,2351764.30322266,1126311.77713013,3478076,475909.6875,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,154002,154,2,1,3,3,1,103.964981079102,4,2.8299999833107,2.44471025466919,2,44,3,1,7,1,6,2,1,1,1,11,2,2,1454859.39038086,2382549.97439575,3837409.25,918886,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,154003,154,3,1,3,3,1,103.964981079102,10,7.9200000166893,4.94045352935791,1,56,2,1,7,1,1,0,0,1,1,10,3,9,2892922.05664063,3013765.50291061,5906687.5,565753.875,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,154004,154,4,1,3,3,1,103.964981079102,11,9.43999993801117,5.76219892501831,1,63,2,1,7,1,4,3,0,1,1,10,3,9,2728830.4152832,6626306.33123779,9355137,814593.5625,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,154005,154,5,1,3,3,1,103.964981079102,19,14.3100001215935,9.21921253204346,1,63,2,1,7,0,1,0,1,5,3,,,,3563011.90039063,3987924.56770325,7550936.5,380654.3125,348124.6875,333440.5,1.04403841495514,1.00795042514801
"SEN",2018,154006,154,6,1,3,3,1,103.964981079102,6,4.5900000333786,3.40375375747681,2,52,5,1,7,0,1,0,0,1,1,10,3,9,1890283.56933594,2479521.40179443,4369805,697580.5,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,154007,154,7,1,3,3,1,103.964981079102,6,4.08499997854233,3.24624681472778,1,48,2,1,7,0,1,0,0,1,1,6,3,9,1175128.4206543,685898.872505188,1861027.25,297087.9375,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,154008,154,8,1,3,3,1,103.964981079102,10,8.51999998092651,5.68806028366089,1,58,2,1,7,0,1,0,0,1,1,8,4,4,1952031.2097168,1634750.43865967,3586781.75,343548.84375,348124.6875,333440.5,1.04403841495514,1.00795042514801
"SEN",2018,154009,154,9,1,3,3,1,103.964981079102,9,5.98499995470047,4.56199073791504,2,45,3,1,7,1,3,0,0,1,1,6,3,9,1054320.84057617,737093.72177124,1791414.5,190650.140625,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,154010,154,10,1,3,3,1,103.964981079102,11,8.63499999046326,5.76219892501831,2,41,3,1,7,1,4,1,0,5,3,,,,3683662.63769531,5211381.0045166,8895044,774531.25,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,154011,154,11,1,3,3,1,103.964981079102,23,16.2499999403954,10.8907928466797,1,55,2,1,7,1,1,0,0,5,3,,,,4792250.06420898,2396393.97314453,7188644,299366.125,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,154012,154,12,1,3,3,1,103.964981079102,17,13.0200000405312,8.08611965179443,1,66,2,1,7,1,1,0,0,1,1,10,3,9,3629396.15258789,3212623.21218872,6842019.5,385495.15625,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,155001,155,1,2,3,3,1,148.905548095703,16,12.2149999141693,7.58492422103882,2,62,5,1,7,0,1,0,0,1,1,6,3,9,3335457.28759766,3201374.67105103,6536832,391318.9375,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,155002,155,2,2,3,3,1,148.905548095703,8,5.60499995946884,4.18000173568726,1,41,2,1,7,1,3,0,0,1,1,10,3,9,1258793.34619141,1270538.01974487,2529331.25,302830.25,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,155003,155,3,2,3,3,1,148.905548095703,17,13.0699999928474,8.22867679595947,1,66,3,1,7,1,3,0,0,5,3,,,,3124033.47485352,2495843.21911621,5619876.5,316636.78125,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,155004,155,4,2,3,3,1,148.905548095703,9,8.12999993562698,5.0157527923584,2,46,2,1,7,0,1,0,0,1,1,10,3,9,3641193.75244141,3746756.72970581,7387950.5,786257.8125,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,155005,155,5,2,3,3,1,148.905548095703,10,6.63499999046326,5.24090766906738,1,52,2,1,7,1,1,0,0,5,3,,,,2337376.46630859,3735788.01098633,6073164.5,581699.3125,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,155006,155,6,2,3,3,1,148.905548095703,7,4.79999995231628,3.79408812522888,1,49,2,1,7,1,1,0,0,1,1,10,3,9,4996267.45483398,2877924.44314575,7874192,1077436,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,155007,155,7,2,3,3,1,148.905548095703,9,5.83999997377396,4.71377897262573,1,35,2,1,7,1,6,5,0,1,1,11,1,2,2573893.34130859,1410412.66467285,3984306,424027.15625,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,155008,155,8,2,3,3,1,148.905548095703,11,8.26999998092651,5.31571865081787,1,51,3,1,7,1,1,0,0,1,1,10,3,9,2199245.96362305,2472735.68591309,4671981.5,406810.3125,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,155009,155,9,2,3,3,1,148.905548095703,15,10.0449999570847,7.22467422485352,1,56,3,1,7,1,3,0,0,5,3,,,,1573519.05810547,1713875.21096802,3287394.25,209915.28125,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,155010,155,10,2,3,3,1,148.905548095703,12,8.40499997138977,5.98398590087891,2,59,5,1,7,0,1,0,0,5,3,,,,1467040.35229492,1569171.9127655,3036212.25,242345.1875,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,155011,155,11,2,3,3,1,148.905548095703,15,9.52999997138977,7.08001852035522,1,38,2,1,7,1,1,0,0,1,1,5,3,3,1954301.05517578,1693461.80444336,3647762.75,232926.46875,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,155012,155,12,2,3,3,1,148.905548095703,4,3.51999998092651,2.60710310935974,2,45,3,1,7,1,1,0,0,1,1,6,3,9,1459481.66137695,886891.176696777,2346372.75,561850.1875,348124.6875,333440.5,1.04403841495514,0.991646707057953
"SEN",2018,156001,156,1,2,3,3,2,749.201232910156,6,4.78999996185303,3.24624681472778,1,38,2,1,7,0,1,0,0,1,1,1,3,10,1967534.17797852,2323232.23544312,4290766.5,742695.1875,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,156002,156,2,2,3,3,2,749.201232910156,9,6.08500003814697,4.71377897262573,2,61,2,1,7,0,1,0,0,1,1,6,3,9,1481500.4128418,1272896.22268677,2754396.75,317841.78125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,156003,156,3,2,3,3,2,749.201232910156,7,4.8299999833107,3.48220229148865,2,39,2,1,7,0,1,0,0,1,1,6,3,9,1728176.12011719,4062414.27383423,5790590.5,859116,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,156004,156,4,2,3,3,2,749.201232910156,6,4.20999997854233,3.24624681472778,1,47,2,1,7,0,1,0,0,1,1,10,3,4,1926739.26416016,1409946.90106201,3336686.25,577552,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,156005,156,5,2,3,3,2,749.201232910156,10,6.69999998807907,5.09092664718628,1,33,2,1,7,1,1,0,0,1,1,4,3,5,1822942.25146484,1039632.39395142,2862574.75,297292.40625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,156006,156,6,2,3,3,2,749.201232910156,9,5.97499996423721,4.40963888168335,1,56,2,1,7,0,1,0,0,1,1,10,3,4,1478091.34228516,775566.277252197,2253657.5,260059.3125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,156007,156,7,2,3,3,2,749.201232910156,16,11.2599999308586,8.01473617553711,1,82,2,1,7,0,1,0,0,5,3,,,,2447867.20019531,3168962.33917236,5616829.5,364584.53125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,156008,156,8,2,3,3,2,749.201232910156,6,4.65000003576279,3.56045484542847,1,58,2,1,7,1,1,0,0,1,1,2,3,10,3885159.17138672,2065102.97265625,5950262,1029939.75,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,156009,156,9,2,3,3,2,749.201232910156,9,6.8299999833107,4.86502647399902,1,78,3,1,7,0,1,0,0,5,3,,,,1808451.46679688,1383693.32296753,3192144.75,368355.40625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,156010,156,10,2,3,3,2,749.201232910156,2,2,1.61214470863342,1,30,2,1,7,1,1,0,0,1,1,1,3,9,440375.01171875,533983.667114258,974358.6875,505959.625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,156011,156,11,2,3,3,2,749.201232910156,5,3.51999998092651,2.84862303733826,1,40,2,1,7,0,1,0,0,1,1,10,3,4,1513943.56591797,1154287.78845215,2668231.25,554217.8125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,156012,156,12,2,3,3,2,749.201232910156,2,1.79000002145767,1.61214470863342,1,24,3,1,7,1,1,0,0,1,1,1,3,9,836318.140625,794773.539886475,1631091.625,846984.3125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,157001,157,1,1,3,3,2,583.362976074219,8,6.61000001430511,4.18000173568726,1,55,2,1,7,1,1,0,0,1,1,6,3,9,1028996.47680664,668052.095046997,1697048.625,220308.515625,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,157002,157,2,1,3,3,2,583.362976074219,14,10.6200000047684,6.71692180633545,2,52,3,1,7,1,1,0,0,1,1,6,3,9,2724092.92724609,3455208.11642456,6179301,458393.375,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,157003,157,3,1,3,3,2,583.362976074219,7,5.38999998569489,4.10314750671387,2,57,5,1,7,0,1,0,0,1,1,4,3,9,2017370.59765625,1889901.63461304,3907272.25,579699.125,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,157004,157,4,1,3,3,2,583.362976074219,6,4.31000000238419,3.40375375747681,1,51,2,1,7,1,1,0,0,1,1,6,3,9,881184.823974609,931650.085083008,1812834.875,313786.3125,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,157005,157,5,1,3,3,2,583.362976074219,12,9.13999992609024,5.98398590087891,2,40,3,1,7,0,1,0,0,5,3,,,,2062127.52856445,2097374.77979279,4159502.25,359987.25,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,157006,157,6,1,3,3,2,583.362976074219,16,11.5899999141693,7.2968807220459,2,35,3,1,7,1,1,0,0,5,3,,,,2249476.20776367,3026991.29858398,5276467.5,342491.875,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,157007,157,7,1,3,3,2,583.362976074219,26,19.289999961853,11.9209175109863,1,73,3,1,7,1,1,0,0,5,3,,,,3139705.48803711,2791635.04034424,5931340.5,236922.609375,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,157008,157,8,1,3,3,2,583.362976074219,8,6.0699999332428,4.18000173568726,2,31,3,1,7,1,1,2,0,5,3,,,,4577122.09082031,3709423.58135986,8286545.5,1075748,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,157009,157,9,1,3,3,2,583.362976074219,9,5.9549999833107,4.71377897262573,2,60,5,1,7,0,1,0,0,1,1,6,3,9,2037061.61254883,3818625.34194946,5855687,675713.0625,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,157010,157,10,1,3,3,2,583.362976074219,19,15.0699998736382,9.07845973968506,1,45,3,1,7,1,1,0,0,1,1,10,3,9,2087968.72949219,1689337.05889893,3777305.75,206469.3125,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,157011,157,11,1,3,3,2,583.362976074219,3,2.4200000166893,2.19882225990295,2,65,5,1,7,0,1,0,0,1,1,6,3,9,1444553.43554688,1019108.08117676,2463661.5,852877.75,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,157012,157,12,1,3,3,2,583.362976074219,4,3.13999998569489,2.44471025466919,2,37,2,1,7,0,1,0,0,1,1,2,3,9,1386380.23242188,1915202.06337738,3301582.25,857213.75,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,158001,158,1,2,3,3,2,605.516967773438,8,5.49500000476837,4.02613258361816,1,44,2,1,7,1,1,0,0,1,1,4,3,9,1545913.50634766,1172014.67105103,2717928.25,352837.71875,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,158002,158,2,2,3,3,2,605.516967773438,8,6.16999995708466,4.4858865737915,1,57,2,1,7,1,1,0,0,1,1,10,3,9,1568699.04785156,809947.368438721,2378646.5,308792.625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,158003,158,3,2,3,3,2,605.516967773438,11,6.99999994039536,5.61381387710571,2,26,2,1,7,1,3,0,0,5,3,,,,2052454.29394531,1714835.05908203,3767289.25,355683.125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,158004,158,4,2,3,3,2,605.516967773438,10,7.35000002384186,5.09092664718628,1,42,2,1,7,1,1,0,0,1,1,8,3,9,1230420.92041016,698012.110275269,1928433,200277.21875,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,158005,158,5,2,3,3,2,605.516967773438,4,2.96999996900558,2.44471025466919,1,37,2,1,7,1,1,0,0,1,1,5,3,9,847360.407958984,724400.76071167,1571761.125,408087.75,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,158006,158,6,2,3,3,2,605.516967773438,5,3.75999999046326,2.84862303733826,1,31,2,1,7,0,1,0,0,1,1,6,3,5,1680629.12646484,2898655.46459961,4579284.5,951162.25,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,158007,158,7,2,3,3,2,605.516967773438,14,9.38999992609024,6.71692180633545,2,39,2,1,7,1,1,0,0,1,1,4,3,9,2112647.46411133,3436561.1027832,5549208.5,411651.78125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,158008,158,8,2,3,3,2,605.516967773438,8,4.64499998092651,4.18000173568726,2,29,2,1,7,0,1,0,0,5,3,,,,1574833.62158203,2697544.09863281,4272377.5,554634.1875,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,158009,158,9,2,3,3,2,605.516967773438,4,3.06999999284744,2.44471025466919,1,52,2,1,7,0,1,0,0,1,1,10,3,9,1424974.67358398,970221.438720703,2395196,621882.125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,158010,158,10,2,3,3,2,605.516967773438,15,9.75999993085861,6.93503427505493,1,50,3,1,7,0,1,0,0,1,1,10,3,4,2052016.10546875,1844251.30554199,3896267.5,269764.3125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,158011,158,11,2,3,3,2,605.516967773438,9,6.09499996900558,5.0157527923584,1,45,3,1,7,1,1,0,0,1,1,4,3,3,1940936.44580078,3171971.48669434,5112908,590000.625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,158012,158,12,2,3,3,2,605.516967773438,16,11.875,7.72848844528198,2,67,5,1,7,0,1,0,0,1,1,6,3,9,3892389.29248047,2862197.86642456,6754587,438435.59375,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,159001,159,1,1,3,3,2,593.207580566406,4,2.90000003576279,2.44471025466919,1,70,2,1,7,1,1,0,0,1,1,10,3,9,2485557.14086914,997530.451782227,3483087.5,904339.25,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,159002,159,2,1,3,3,2,593.207580566406,7,4.97000002861023,3.94895386695862,1,54,2,1,7,1,1,0,0,1,1,10,3,9,1352823.34692383,871192.770019531,2224016,329964.21875,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,159003,159,3,1,3,3,2,593.207580566406,8,5.6599999666214,4.33324432373047,1,51,2,1,7,1,1,0,0,1,1,5,3,9,1415775.22814941,1633145.10397339,3048920.25,395806.625,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,159004,159,4,1,3,3,2,593.207580566406,5,3.75999999046326,2.84862303733826,1,48,2,1,7,1,1,0,0,4,2,2,3,9,2379944.37072754,1115375.56011963,3495320,726012.25,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,159005,159,5,1,3,3,2,593.207580566406,5,3.68999993801117,2.84862303733826,2,48,5,1,7,0,1,0,1,1,1,6,3,9,767627.67590332,660645.978424072,1428273.625,296666.4375,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,159006,159,6,1,3,3,2,593.207580566406,5,3.44999998807907,2.84862303733826,1,40,2,1,7,0,1,0,0,1,1,5,3,4,1227776.03967285,597857.260253906,1825633.25,379201.9375,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,159007,159,7,1,3,3,2,593.207580566406,9,6.20999997854233,4.56199073791504,1,45,3,1,7,1,1,0,0,2,3,,,,596115.881469727,850552.415039063,1446668.25,166937.328125,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,159008,159,8,1,3,3,2,593.207580566406,21,15.4599999785423,9.77987957000732,1,90,3,1,7,1,1,0,0,1,1,6,3,9,3378846.46130371,1991490.94314575,5370337.5,265588.5,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,159009,159,9,1,3,3,2,593.207580566406,9,7.11000001430511,5.16597747802734,1,73,2,1,7,1,1,0,0,1,1,1,3,9,1681286.61645508,1929796.28741455,3611083,416698.5,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,159010,159,10,1,3,3,2,593.207580566406,7,4.72999995946884,3.79408812522888,1,42,2,1,7,0,1,0,0,1,1,5,3,9,1000378.3815918,2623612.30395508,3623990.75,537670.3125,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,159011,159,11,1,3,3,2,593.207580566406,8,5.96999996900558,4.63795375823975,1,70,2,1,7,0,3,1,0,1,1,10,3,9,1813656.88671875,880883.465270996,2694540.25,349801.5,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,159012,159,12,1,3,3,2,593.207580566406,8,5.49000000953674,4.18000173568726,2,62,5,1,7,0,1,0,0,5,3,,,,1372736.64233398,991879.71206665,2364616.25,306971.21875,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,160001,160,1,2,3,3,2,579.943786621094,14,9.95499992370605,6.71692180633545,1,48,3,1,7,1,1,0,0,1,1,6,3,10,4803374.02392578,5074468.40966797,9877842,732758.75,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,160002,160,2,2,3,3,2,579.943786621094,8,6.34999996423721,4.33324432373047,2,59,3,1,7,0,1,0,0,1,1,6,3,9,2752159.76367188,3057354.06878662,5809514,754183.125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,160003,160,3,2,3,3,2,579.943786621094,4,2.77499997615814,2.44471025466919,1,43,2,1,5,1,1,0,0,1,1,10,3,9,1077932.86962891,843264.922393799,1921197.75,498814.5,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,160004,160,4,2,3,3,2,579.943786621094,12,8.96999996900558,6.1313362121582,2,39,3,1,7,0,1,0,0,1,1,6,3,9,1840373.17211914,3941863.67541504,5782237,500428.0625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,160005,160,5,2,3,3,2,579.943786621094,22,15.4049999117851,10.1284770965576,1,36,2,1,7,1,1,0,0,1,1,6,3,9,3129436.28369141,4112421.18353271,7241857.5,341864.71875,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,160006,160,6,2,3,3,2,579.943786621094,3,2.13999998569489,1.86606597900391,2,39,2,1,7,0,1,0,0,1,1,4,3,9,2537987.71069336,2344237.08358765,4882225,1690143.375,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,160007,160,7,2,3,3,2,579.943786621094,3,2.55000001192093,2.19882225990295,1,75,2,1,7,0,1,0,0,5,3,,,,1072587.03710938,1670607.27554321,2743194.25,949647.1875,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,160008,160,8,2,3,3,2,579.943786621094,6,5.1700000166893,3.71639275550842,1,59,2,1,7,0,1,0,0,1,1,11,3,3,1318495.89404297,1357043.55419922,2675539.5,463113.15625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,160009,160,9,2,3,3,2,579.943786621094,11,8.44999992847443,5.76219892501831,1,51,2,1,7,1,3,0,0,1,1,10,3,9,1492016.84033203,1107727.13912964,2599744,245451.046875,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,160010,160,10,2,3,3,2,579.943786621094,5,3.86000001430511,3.00836849212646,2,49,3,1,7,0,1,0,0,5,3,,,,1782532.89990234,2114031.45941162,3896564.25,809354.625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,160011,160,11,2,3,3,2,579.943786621094,10,6.29499995708466,5.09092664718628,2,33,2,1,7,0,1,0,0,5,3,,,,2098901.79541016,1881074.90170288,3979976.75,413340.09375,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,160012,160,12,2,3,3,2,579.943786621094,7,6.43999993801117,3.94895386695862,2,49,2,1,7,0,1,0,0,1,1,6,3,9,1269857.50341797,598460.276092529,1868317.75,277191.34375,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,161001,161,1,1,3,3,2,467.236877441406,20,15.5349999070168,9.57005882263184,2,38,3,1,7,0,1,0,0,5,3,,,,2739186.54931641,2473430.44215393,5212617,270677.90625,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,161002,161,2,1,3,3,2,467.236877441406,8,4.93999993801117,4.18000173568726,1,39,3,1,7,1,1,0,0,1,1,10,3,10,1787972.34155273,1859753.121521,3647725.5,473542.71875,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,161003,161,3,1,3,3,2,467.236877441406,11,9.58000004291534,5.91016006469727,1,69,3,1,7,1,1,0,1,5,3,,,,2382238.75158691,2181950.13208008,4564189,430921.28125,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,161004,161,4,1,3,3,2,467.236877441406,10,7.56000000238419,5.3904128074646,1,58,3,1,7,1,1,0,0,5,3,,,,1420031.55615234,1603065.0351944,3023096.5,313963.40625,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,161005,161,5,1,3,3,2,467.236877441406,19,13.1799999475479,9.21921253204346,2,60,3,1,7,0,1,0,0,1,1,10,3,9,3142692.84179688,5443967.59405518,8586660,469350.90625,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,161006,161,6,1,3,3,2,467.236877441406,10,6.8400000333786,5.24090766906738,2,51,3,1,7,0,1,0,0,1,1,6,3,9,1720074.67260742,3409116.93377686,5129191.5,532691.6875,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,161007,161,7,1,3,3,2,467.236877441406,21,15.1899999380112,9.91948127746582,1,66,3,1,7,1,1,0,0,1,1,6,3,9,3710446.82592773,6096085.62084961,9806532,484979.25,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,161008,161,8,1,3,3,2,467.236877441406,7,6.09999996423721,4.10314750671387,1,47,1,1,7,1,1,0,0,5,3,,,,2180485.64306641,2326835.39416504,4507321,668724.8125,321063.8125,333440.5,0.962881863117218,1.00795042514801
