"vague","grappe","menage","s11q00","s11q01","s11q02","s11q03__1","s11q03__2","s11q03__3","s11q04","s11q05","s11q06","s11q07","s11q08","s11q09a","s11q09b__0","s11q09b__1","s11q09b__2","s11q09b__3","s11q09b__4","s11q09b__5","s11q09b__6","s11q09b__7","s11q09b__8","s11q09b__9","s11q09b__10","s11q09b__11","s11q09b__12","s11q09b__13","s11q09b__14","s11q09b__15","s11q10","s11q11","s11q12","s11q13","s11q14","s11q15","s11q16","s11q17","s11q18","s11q19","s11q20","s11q21","s11q22","s11q23","s11q24a","s11q24b","s11q25","s11q26","s11q27a","s11q27b","s11q28","s11q29a","s11q29b_heure","s11q29b_minute","s11q30","s11q31a","s11q31b_heure","s11q31b_minutes","s11q32","s11q33__1","s11q33__2","s11q33__3","s11q33__4","s11q33__5","s11q33__6","s11q33__7","s11q34","s11q35","s11q36","s11q37a","s11q37b","s11q38","s11q39","s11q40","s11q41","s11q42","s11q43","s11q44","s11q45a","s11q45b","s11q46","s11q47","s11q48a","s11q48b","s11q49","s11q50","s11q51","s11q52a","s11q52b","s11q53__1","s11q53__2","s11q53__3","s11q53__4","s11q53__5","s11q53__6","s11q53__7","s11q53__8","s11q54","s11q55","s11q56","s11q57","s11q58","s11q59","s11q60","s11q61"
2,48,7,2,2,1,0,0,0,5,32500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,4000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,2,3500,2,1,2,,,,2,,,,2,,,,,1,2,2500,2,0,0,0,1,0,0,0,0,2,4,1,3,2,1,1,
2,555,7,1,5,3,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,4,2,,,,2,,4,4,300,2,0,4,300,2,0,4,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,1,1,4,2,4,6
2,166,8,10,3,9,0,0,1,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,1,1,3,3,1,,0,,1,7500,16,16,0,,,,0,,,,2,,,,,,,,1,,1,60000,3,1,2,,,,2,,,,2,,,,,1,,1500,2,0,0,1,2,0,0,0,0,2,4,2,,2,1,4,2
2,229,6,1,3,5,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,1,1,1,2,2,,,,1,3000,5,5,0,,,,0,,,,1,0,1,1,0,0,1,0,1,,2,3000,2,1,1,2,3,2,2,,,,2,,,,,2,,,,0,2,1,0,0,0,0,0,1,9,2,,4,2,4,3
1,309,7,1,3,7,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,2,2,2,,,,1,9000,4,4,5,2,0,15,5,5,0,20,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,4,1,2,2,4,4,1
1,213,3,1,3,14,0,0,1,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,1,1,2,2,2,,,,2,,15,15,100,1,0,10,100,1,0,10,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,4,2,,2,4,4,2
1,222,12,2,3,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,3,2,2,,,,2,,6,6,5,1,0,5,5,1,0,5,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,4
1,429,2,1,3,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,4,3,2,,,,2,,5,5,40,5,0,2,40,5,0,5,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,7,5,4,2
1,325,9,1,3,3,0,0,0,5,30000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,4750,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,2,2000,1,1,1,3,1,1,2,,,,2,,,,,1,1,,,0,0,2,1,0,0,0,0,2,4,1,3,2,5,1,
2,300,7,1,3,5,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,1,1,1,,6000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,11000,3,1,1,1,1,1,2,,,,2,,,,,1,,3000,2,0,0,2,1,0,0,0,0,2,4,2,,2,1,4,
1,392,3,1,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,1,3,2,2,,,,2,,8,6,75,5,0,5,75,5,0,5,1,0,1,1,0,0,0,0,2,2,1,3000,3,1,1,1,1,1,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,5,11,,,,,4,
1,432,2,1,3,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,2,2,,,,2,,6,6,100,10,0,5,100,10,0,5,1,0,1,1,0,0,0,0,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,7,5,4,1
2,132,7,1,3,7,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,3,2,,,,2,,4,4,100,50,1,50,100,50,1,50,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,0,0,0,0,0,0,0,1,5,6,2,,6,2,3,2
2,172,5,1,3,3,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,3,1,1,,,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,4,1,2,2,2,4,2
2,209,8,1,3,6,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,1,1,1,1,,6000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,11000,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,2,4,2,,2,1,2,
2,464,6,1,3,6,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,1,2,1,,9200,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,2,10000,2,1,1,5,1,1,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,3,2,,4,1,4,2
1,485,12,1,3,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,2,4,2,2,2,,,,2,,3,3,50,2,0,30,50,5,0,30,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,12,1,2,6,5,4,7
1,191,12,2,3,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,5,3,1,2,1500,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,3,2,,4,4,3,
2,448,7,1,5,6,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,3,3,2,,,,2,,6,6,700,10,0,45,700,10,0,30,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,2,5,9,1,1,6,2,4,2
2,109,9,8,3,6,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,3,2,2,,,,2,,6,6,5,1,0,1,5,1,0,5,1,0,0,1,0,0,0,0,1,,1,16700,3,1,1,2,1,1,2,,,,2,,,,,2,,,,0,1,0,2,0,0,0,0,4,8,2,,2,1,5,2
1,503,2,1,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,5000,2,,2,7,4,3,1,2,1500,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,1,11,,,,,4,
1,580,10,1,3,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,2,1,2,1000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,7,,,,,2,,,,2,,,,,2,,,,2,1,0,0,0,0,0,0,3,9,2,,7,2,4,
2,538,4,1,3,1,0,0,0,5,15000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,,,,2,,5,5,0,,,,0,,,,2,,,,,,,,1,2,1,3000,3,1,1,7,2,2,2,,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,3,8,1,3,4,4,4,
2,264,7,2,3,8,0,0,1,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,1,2,1,,25000,3,1,800,1,1,0,,,,0,,,,2,,,,,,,,1,,1,22000,3,1,2,,,,2,,,,2,,,,,1,,2000,2,0,0,1,2,0,0,0,0,2,2,2,,3,3,1,1
1,43,9,2,3,4,0,0,1,5,90000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,8500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,2,12000,2,2,,,,,2,,,,2,,,,,1,2,3000,2,0,0,2,1,0,0,0,0,2,5,2,,2,1,1,2
1,131,10,2,3,5,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,3,3,1,2,4500,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,5,11,,,,,4,4
1,267,4,1,3,3,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,2,2,,,,1,3000,4,4,150,5,5,3,150,5,3,3,1,0,1,0,0,0,0,0,1,3,2,5000,2,1,1,3,2,2,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,1,2,2,,3,1,4,
1,497,7,2,3,2,0,0,0,3,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,3,2,1,2,4200,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,18000,3,1,1,3,3,5,2,,,,2,,,,,2,,,,0,1,2,0,0,0,0,0,2,4,1,3,2,1,4,2
1,447,3,1,3,5,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,7,2,2,2,,,,1,4500,3,3,10,1,0,5,10,5,0,5,2,,,,,,,,4,,,,,7,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,7,2,,4,2,4,1
2,492,7,2,3,4,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,3,1,,7000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,22000,3,1,1,1,1,1,2,,,,2,,,,,1,,2500,2,0,0,2,1,0,0,0,0,2,6,2,,2,1,4,2
2,284,8,1,3,9,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,3,3,1,,6000,2,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,24000,3,1,2,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,4,2,,4,1,4,2
1,479,12,1,2,2,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,,,,2,,17,16,300,5,0,5,300,5,0,5,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,1,3,2,,2,4,4,
1,463,9,1,3,5,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,1,1,1,2,3000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,2,3,1,17500,3,1,2,,,,2,,,,2,,,,,1,3,3000,2,0,2,0,1,0,0,0,0,5,4,2,,2,1,4,2
1,455,9,18,3,11,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,7,3,2,1,2,5000,2,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,2,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,1,9,1,2,4,5,4,1
1,387,1,2,3,11,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,3,1,1,2,20000,3,1,10500,16,16,0,,,,0,,,,1,0,1,1,0,0,0,0,1,3,1,29000,3,1,1,1,1,4,2,,,,2,,,,,1,3,5000,2,0,0,1,2,0,0,0,0,5,4,2,,2,1,4,
1,213,4,1,4,3,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,2,1,3,2,2,,,,2,,6,6,10,2,0,30,10,5,0,30,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,1,8,2,,4,5,4,4
2,192,9,1,2,4,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,1,2,1,,2900,2,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,2,8000,2,1,1,1,1,1,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,3,1,1,4,2,3,2
2,547,11,2,5,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,4,2,2,,,,1,500,4,4,10,2,0,10,10,3,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,4,9,2,,4,5,4,2
1,423,12,1,3,7,0,0,0,3,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,1,1,1,2,7600,3,2,,2,2,1,1,0,2,1,1,0,2,2,,,,,,,,1,3,1,37600,3,1,2,,,,2,,,,2,,,,,1,3,3000,2,0,0,1,0,0,0,0,0,1,4,2,,4,1,3,2
1,63,9,1,3,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,2,7500,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,3,1,8400,3,1,1,2,2,1,2,,,,2,,,,,1,3,3000,2,0,0,1,0,0,0,0,0,5,4,1,4,2,1,4,2
2,76,6,1,3,2,0,0,0,5,45000,1,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1500,3,2,,2,2,0,,,,0,,,,2,,,,,,,,2,2,2,8000,2,2,,,,,2,,,,2,,,,,1,2,3000,2,0,0,0,1,0,0,0,0,2,4,1,2,2,1,1,
2,328,8,1,3,7,0,0,1,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,1,2,1,1,1,,8000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,12000,3,1,1,6,2,2,2,,,,2,,,,,2,,,,0,0,1,2,0,0,0,0,2,4,2,,2,1,4,2
1,87,12,2,3,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,3,2,2,,,,2,,5,5,15,1,0,5,15,1,0,5,1,0,0,1,0,0,0,0,1,3,1,7400,3,1,1,3,1,5,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,3,8,1,3,4,5,4,2
1,97,12,1,3,3,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,2,2,,,,2,,5,5,2,3,0,8,2,3,0,8,1,0,1,0,0,0,0,0,1,2,1,34940,3,1,1,1,1,3,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,5,5,1,1,2,1,4,1
2,168,7,1,3,2,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,2,1,,0,,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,2,2000,2,1,1,1,2,1,2,,,,2,,,,,1,,2000,2,0,1,2,0,0,0,0,0,5,4,2,,2,1,4,2
2,344,11,2,3,1,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,1,2,1,,1875,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,17500,3,1,1,1,1,1,2,,,,2,,,,,2,,,,0,0,1,2,0,0,0,0,2,8,1,1,4,2,1,2
2,256,9,8,3,3,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,1,1,,6500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,14500,3,1,1,3,2,2,2,,,,2,,,,,2,,,,0,0,1,2,0,0,0,0,1,4,2,,3,1,4,1
1,222,4,1,5,2,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,1,5000,2,,2,8,6,3,2,,,,2,,6,6,20,2,0,20,20,2,0,15,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6
2,138,10,1,3,6,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,1,1,1,3,1,,19000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,9500,3,2,,,,,2,,,,2,,,,,1,,2000,2,0,1,0,0,0,0,0,0,1,8,2,,2,1,4,4
2,393,12,1,3,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,2,2,,,,2,,3,3,20,3,0,5,20,3,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,2,0,0,0,0,5,11,,,,,4,
2,310,6,8,3,5,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,3,2,2,,,,1,9000,4,4,,3,0,15,,3,0,10,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,2,0,5,11,,,,,4,6
1,242,5,1,3,10,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,2,1,3,2,2,,,,2,,5,5,1,1,0,1,1,1,1,1,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,7,2,,4,2,4,2
2,52,7,2,3,1,0,0,0,5,15000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,3,,,2,,2,2,0,,,,0,,,,2,,,,,,,,1,2,1,2000,3,1,2,,,,2,,,,2,,,,,1,3,2000,2,0,0,2,1,0,0,0,0,2,4,1,3,3,4,4,
2,478,7,1,2,8,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,1,1,1,1,1,,6000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,35000,3,1,2,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,1,2,2,,4,1,3,2
2,476,9,1,3,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,3,1,,6000,3,2,,2,1,0,,,,0,,,,2,,,,,,,,1,,1,3500,3,1,2,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,1,4,2,,4,1,3,3
2,236,9,1,3,13,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,,2,,2,4,4,3,2,,,,2,,6,8,500,55,1,1,500,55,1,1,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,1,,500,1,5,2,,,,1,0,0,0,0,0,0,0,1,9,2,,4,2,4,5
1,477,9,1,3,11,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,2,4,3,3,1,2,4000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,6,8,1,2,6,5,3,2
1,387,4,2,3,3,0,0,0,3,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,1,1,3,2,1,2,6000,3,1,6000,16,16,4,1,0,5,4,1,0,5,1,0,1,0,0,0,0,0,1,3,1,10000,3,1,1,1,1,1,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,6,4,1,1,2,1,4,2
2,248,7,11,3,4,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,4,4,3,2,,,,1,6000,4,4,500,2,2,30,500,2,2,35,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6
1,85,11,4,2,2,0,0,1,5,31000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,5500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,50000,3,1,1,1,1,1,2,,,,2,,,,,1,2,2000,2,0,0,1,2,0,0,0,0,2,8,1,4,4,1,4,2
1,557,3,1,5,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,4,2,2,,,,2,,10,10,200,10,0,5,200,10,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6
2,598,7,1,3,6,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,7,3,2,2,,,,2,,6,6,200,5,0,30,200,5,0,45,1,0,1,1,0,0,1,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,3,9,2,,4,2,4,4
1,297,11,1,3,1,0,0,0,5,12500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,2,2000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,2,1,2000,3,1,1,7,1,3,2,,,,2,,,,,1,2,2000,2,0,0,2,1,0,0,0,0,2,3,2,,2,1,1,1
2,160,8,1,3,6,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,1,1,3,2,1,,0,,1,3000,16,16,1,1,0,1,1,1,0,1,2,,,,,,,,1,,1,10000,3,1,2,,,,2,,,,2,,,,,2,,,,0,1,2,0,0,0,0,0,5,2,2,,2,1,4,
2,570,9,1,3,8,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,3,,,,,2,,2,4,3,2,1,,2600,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,2,5000,3,1,2,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,1,8,2,,4,4,4,2
2,556,11,1,5,2,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,7,4,3,2,,,,2,,10,10,30,5,0,10,30,5,0,10,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,3,8,2,,7,2,5,2
2,187,11,2,3,4,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1,1,,,2,,1,1,0,,,,0,,,,2,,,,,,,,1,1,1,,,1,1,1,1,5,1,1,,,1,2,12900,2,2,1,2,2500,2,0,1,0,2,0,0,0,0,2,3,2,,4,1,1,
1,152,3,1,3,2,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,8,3,3,2,,,,2,,3,3,20,3,0,3,20,3,0,3,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,0,2,1,0,0,0,0,0,5,3,2,,7,1,4,2
2,579,8,1,3,2,0,0,0,5,10000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,,1,2000,3,3,50,2,0,5,50,2,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,5,9,1,3,5,2,4,
1,87,9,1,3,5,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,1,2,2600,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,41000,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,2,4,2,,4,2,4,
2,28,7,1,2,1,0,0,0,5,35000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,250,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,2500,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,2,3,2,,1,5,2,
1,311,10,1,3,3,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,3,2,2,,,,2,,8,6,15,10,0,10,15,15,0,15,2,,,,,,,,4,,,,,7,,,,,2,,,,2,,,,,2,,,,0,2,1,0,0,0,0,0,5,6,2,,4,5,4,
2,90,7,1,3,6,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,7,3,3,1,,0,,2,,6,6,50,5,0,2,50,5,0,2,1,0,0,1,0,0,0,0,1,,1,17000,3,1,1,1,1,5,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,3,9,2,,4,2,4,2
1,179,8,1,3,1,0,0,0,5,12000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,2,3250,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,6000,3,1,2,,,,2,,,,2,,,,,1,2,2000,2,0,0,1,0,0,0,0,0,2,4,2,,2,1,4,
2,274,6,1,5,3,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,3,2,,,,1,750,4,4,25,2,3,3,25,3,3,5,2,,,,,,,,1,3,2,2500,2,1,1,1,1,3,2,,,,2,,,,,2,,,,1,0,0,0,0,0,2,0,1,8,1,2,4,2,4,1
1,118,5,2,2,4,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,1,1,1,2,15000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,15000,3,1,2,,,,2,,,,2,,,,,1,2,3000,2,0,0,1,0,0,0,0,0,3,3,2,,2,1,4,1
