"vague","grappe","menage","s01q00a","s07aq01","s07aq02","s07aq03","s07aq04","s07aq05","s07aq06","s07aq07","s07aq08","s07aq09","s07aq10","s07aq11","s07aq12","s07aq13","s07aq14","s07aq15","s07aq16","s07aq17","s07aq18","s07aq19","s07aq20","s07aq21"
2,124,3,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,124,3,4,,,,,,,,,,,,,,,,,,,,,
2,248,2,2,2,,1600,2,,2000,2,,1700,1,225,,2,,150,4,,,4,,
2,248,2,3,4,,,4,,,4,,,2,,100,4,,,2,,525,4,,
2,248,2,1,1,1500,,4,,,1,2400,,1,400,,1,300,,4,,,4,,
2,248,2,4,1,2000,,4,,,1,2200,,1,350,,1,200,,1,400,,4,,
2,160,3,4,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
2,160,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,160,3,3,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
2,160,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,64,2,7,4,,,4,,,4,,,1,150,,4,,,1,100,,4,,
2,64,2,10,4,,,4,,,4,,,4,,,4,,,1,500,,4,,
2,64,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,64,2,11,4,,,4,,,4,,,4,,,4,,,1,250,,4,,
2,64,2,8,4,,,4,,,4,,,1,300,,4,,,4,,,4,,
2,64,2,5,4,,,4,,,4,,,1,350,,4,,,1,200,,4,,
2,64,2,2,4,,,4,,,4,,,4,,,4,,,1,1000,,4,,
2,64,2,4,4,,,4,,,4,,,1,500,,4,,,1,300,,4,,
2,64,2,6,4,,,4,,,4,,,4,,,4,,,1,200,,4,,
2,64,2,9,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
2,64,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,3,1,200,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,21,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,20,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,18,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,19,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,6,1,200,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,3,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,308,7,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,308,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,308,7,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,308,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,148,12,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,148,12,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,148,12,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,148,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,148,12,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,148,12,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,148,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,7,6,2,4,,,4,,,4,,,4,,,4,,,1,300,,4,,
1,7,6,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,7,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,4,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,2,7,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,2,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,2,3,1,2400,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,2,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,2,6,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,2,12,,,,,,,,,,,,,,,,,,,,,
2,153,2,5,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,2,4,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,2,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,2,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,2,13,,,,,,,,,,,,,,,,,,,,,
2,8,5,2,4,,,1,6000,,1,6300,,4,,,4,,,4,,,4,,
2,8,5,4,4,,,1,6300,,4,,,4,,,4,,,1,1200,,4,,
2,8,5,3,4,,,2,,3000,1,3150,,1,1500,,4,,,4,,,4,,
2,8,5,5,4,,,1,6300,,4,,,1,6300,,4,,,4,,,4,,
2,8,5,1,4,,,1,6300,,1,6300,,4,,,4,,,4,,,4,,
2,138,4,1,1,2100,,1,2800,,1,3500,,1,2000,,1,700,,1,1400,,4,,
2,138,4,3,1,150,,4,,,4,,,1,350,,4,,,4,,,4,,
2,138,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,138,4,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,138,4,4,2,,1000,2,,2000,2,,1000,4,,,4,,,2,,600,4,,
2,138,4,6,,,,,,,,,,,,,,,,,,,,,
2,532,2,20,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,18,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,22,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,25,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,24,4,,,2,,2500,4,,,4,,,4,,,2,,500,4,,
2,532,2,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,26,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,21,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,19,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,3,1,700,,1,1500,,1,1000,,4,,,4,,,4,,,4,,
2,532,2,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,581,4,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,581,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,581,4,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,581,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,581,4,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,581,4,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,581,4,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,581,4,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,410,2,7,1,200,,4,,,4,,,4,,,4,,,1,250,,4,,
2,410,2,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,410,2,4,1,100,,4,,,4,,,1,200,,4,,,4,,,4,,
2,410,2,2,4,,,4,,,4,,,1,2000,,4,,,1,900,,4,,
2,410,2,6,4,,,4,,,4,,,4,,,4,,,1,150,,4,,
2,410,2,15,4,,,4,,,4,,,1,800,,4,,,4,,,4,,
2,410,2,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,410,2,1,4,,,4,,,4,,,4,,,4,,,1,900,,4,,
2,410,2,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,410,2,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,410,2,3,4,,,4,,,4,,,1,900,,4,,,1,250,,4,,
2,410,2,16,1,450,,4,,,4,,,4,,,4,,,4,,,4,,
2,410,2,5,4,,,4,,,4,,,1,900,,4,,,1,175,,4,,
2,121,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,121,5,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,121,5,2,1,1500,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,3,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,15,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,14,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,2,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,11,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,1,2,,1000,2,,2000,2,,2000,4,,,4,,,4,,,4,,
2,579,6,8,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,10,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,6,6,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,1,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,281,3,6,1,2100,,4,,,4,,,1,700,,1,350,,4,,,4,,
1,281,3,2,1,1400,,4,,,4,,,1,200,,4,,,1,250,,4,,
1,281,3,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,281,3,1,1,2100,,4,,,4,,,4,,,4,,,1,1000,,4,,
1,281,3,4,1,1750,,4,,,4,,,4,,,4,,,4,,,4,,
1,281,3,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,281,3,3,1,2100,,4,,,4,,,4,,,1,1050,,1,1000,,4,,
1,281,3,7,1,700,,4,,,4,,,1,750,,4,,,1,800,,4,,
1,281,3,8,1,1400,,4,,,4,,,1,300,,4,,,4,,,4,,
1,281,3,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,18,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,22,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,2,,,,,,,,,,,,,,,,,,,,,
2,598,4,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,21,,,,,,,,,,,,,,,,,,,,,
2,598,4,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,20,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,4,19,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,4,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,4,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,4,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,4,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,4,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,10,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,10,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,10,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,10,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,10,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,10,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,10,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,10,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,10,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,10,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,10,5,4,,,4,,,4,,,1,100,,4,,,4,,,4,,
1,169,10,1,4,,,4,,,4,,,1,100,,4,,,4,,,4,,
2,467,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,2,4,,,,,,,,,,,,,,,,,,,,,
2,467,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,2,5,,,,,,,,,,,,,,,,,,,,,
2,467,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,2,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,250,6,8,4,,,4,,,4,,,2,,275,4,,,2,,325,4,,
2,250,6,3,2,,950,4,,,1,800,,1,200,,1,150,,2,,300,4,,
2,250,6,4,4,,,4,,,4,,,2,,200,4,,,4,,,4,,
2,250,6,2,1,800,,4,,,1,600,,1,350,,1,300,,4,,,4,,
2,250,6,9,2,,625,4,,,2,,700,2,,225,4,,,2,,350,4,,
2,250,6,7,4,,,4,,,4,,,2,,500,4,,,2,,350,4,,
2,250,6,1,1,1300,,4,,,1,1700,,1,400,,2,,200,2,,600,4,,
2,250,6,10,1,750,,4,,,1,950,,1,200,,2,,100,1,500,,4,,
2,250,6,6,1,900,,4,,,1,850,,1,450,,2,,200,1,700,,4,,
2,250,6,5,2,,600,4,,,2,,425,4,,,4,,,4,,,4,,
1,389,10,8,1,250,,4,,,4,,,4,,,4,,,4,,,4,,
1,389,10,11,1,300,,4,,,4,,,4,,,4,,,4,,,4,,
1,389,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,389,10,2,1,300,,4,,,4,,,4,,,4,,,4,,,4,,
1,389,10,9,1,300,,4,,,4,,,4,,,4,,,4,,,4,,
1,389,10,7,1,300,,4,,,4,,,4,,,4,,,4,,,4,,
1,389,10,6,1,300,,4,,,4,,,4,,,4,,,4,,,4,,
1,389,10,4,1,300,,4,,,4,,,4,,,4,,,4,,,4,,
1,389,10,10,1,300,,4,,,4,,,4,,,4,,,4,,,4,,
1,389,10,5,1,300,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,16,4,,,4,,,4,,,4,,,4,,,1,300,,4,,
1,481,4,29,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,25,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,18,4,,,4,,,4,,,1,50,,4,,,4,,,4,,
1,481,4,26,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,27,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,28,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,21,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,4,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,323,1,14,4,,,4,,,4,,,1,150,,4,,,1,200,,4,,
1,323,1,7,4,,,4,,,4,,,1,200,,4,,,1,300,,4,,
1,323,1,1,4,,,4,,,4,,,1,300,,4,,,4,,,4,,
1,323,1,12,4,,,4,,,4,,,1,300,,4,,,1,300,,4,,
1,323,1,3,4,,,4,,,4,,,4,,,4,,,1,150,,4,,
1,323,1,10,4,,,4,,,4,,,1,200,,4,,,1,200,,4,,
1,323,1,4,4,,,4,,,4,,,1,100,,4,,,4,,,4,,
1,323,1,11,4,,,4,,,4,,,1,200,,4,,,1,200,,4,,
1,323,1,15,4,,,4,,,4,,,1,150,,4,,,1,200,,4,,
1,323,1,16,4,,,4,,,4,,,1,200,,4,,,1,300,,4,,
1,323,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,323,1,9,4,,,4,,,4,,,1,250,,4,,,1,300,,4,,
1,323,1,6,4,,,4,,,4,,,1,150,,4,,,1,200,,4,,
1,323,1,2,4,,,4,,,4,,,4,,,4,,,1,200,,4,,
1,323,1,8,4,,,4,,,4,,,1,300,,4,,,1,200,,4,,
1,323,1,13,4,,,4,,,4,,,1,150,,4,,,1,200,,4,,
1,453,9,10,4,,,4,,,4,,,1,100,,4,,,4,,,4,,
1,453,9,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,8,1,200,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,19,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,18,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,9,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,9,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,9,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,9,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,3,2,4,,,4,,,2,,4000,4,,,4,,,4,,,4,,
2,153,3,3,4,,,4,,,2,,4000,4,,,4,,,4,,,4,,
2,153,3,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,3,1,4,,,4,,,2,,4000,4,,,4,,,4,,,4,,
2,264,1,2,4,,,4,,,1,700,,1,600,,4,,,4,,,4,,
2,264,1,4,4,,,4,,,1,800,,1,1000,,4,,,4,,,4,,
2,264,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,264,1,3,4,,,4,,,4,,,1,450,,4,,,4,,,4,,
2,264,1,1,4,,,4,,,1,100,,4,,,4,,,4,,,4,,
2,266,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,266,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,266,2,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,266,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,266,2,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,266,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,105,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,105,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,105,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,105,8,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,39,2,4,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
1,39,2,2,1,1400,,4,,,1,1050,,4,,,4,,,4,,,4,,
1,39,2,3,1,1900,,4,,,4,,,4,,,4,,,4,,,4,,
1,39,2,1,1,1400,,4,,,4,,,4,,,4,,,1,700,,4,,
1,39,2,5,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
1,559,8,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,559,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,559,8,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,559,8,4,2,,1500,2,,2500,2,,2500,4,,,4,,,2,,500,4,,
1,559,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,559,8,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,559,8,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,559,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,3,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,3,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,3,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,296,4,2,4,,,1,3500,,1,3500,,4,,,4,,,4,,,4,,
2,296,4,1,4,,,1,3500,,1,7000,,4,,,4,,,4,,,4,,
2,158,2,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,158,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,158,2,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,158,2,4,,,,,,,,,,,,,,,,,,,,,
2,158,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,158,2,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,158,2,1,4,,,1,3500,,4,,,4,,,2,,200,1,350,,4,,
2,158,2,7,,,,,,,,,,,,,,,,,,,,,
2,158,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,158,2,8,4,,,1,3500,,4,,,4,,,2,,100,1,350,,4,,
1,427,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,427,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,194,3,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,194,3,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,194,3,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,194,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,194,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,548,7,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
