"vague","grappe","menage","s07aq00","s07aq01b","s07aq02b","s07aq03b","s07aq04b","s07aq05b","s07aq06b","s07aq07b","s07aq08b","s07aq09b","s07aq10b","s07aq11b","s07aq12b","s07aq13b","s07aq14b","s07aq15b","s07aq16b","s07aq17b","s07aq18b","s07aq19b","s07aq20b","s07aq21b"
1,125,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,197,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,259,4,9,4,,,4,,,4,,,1,2700,,1,1400,,4,,,4,,
2,260,4,2,4,,,2,,15000,2,,6000,4,,,4,,,4,,,4,,
1,503,12,12,1,200,,4,,,4,,,4,,,4,,,4,,,4,,
1,584,12,1,1,5600,,4,,,4,,,4,,,1,700,,2,,3500,4,,
1,43,11,1,4,,,4,,,4,,,1,3000,,4,,,4,,,4,,
1,461,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,275,12,4,1,600,,4,,,4,,,4,,,4,,,4,,,4,,
1,127,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,564,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,263,5,3,4,,,4,,,4,,,4,,,4,,,1,1250,,4,,
2,262,3,6,4,,,4,,,4,,,4,,,4,,,1,500,,4,,
2,75,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,97,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,506,5,1,4,,,4,,,1,4200,,1,3500,,4,,,4,,,4,,
2,92,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,50,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,56,5,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,224,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,5,1,2,,2500,2,,2500,2,,2500,4,,,4,,,4,,,4,,
1,91,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,330,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,136,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,30,4,4,4,,,4,,,1,2500,,4,,,4,,,4,,,4,,
2,506,6,1,4,,,4,,,2,,5250,4,,,4,,,4,,,4,,
2,452,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,556,7,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,407,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,524,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,95,7,1,3,900,700,4,,,4,,,4,,,4,,,4,,,4,,
2,428,3,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,116,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,138,5,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,497,4,2,2,,160,4,,,1,1200,,4,,,4,,,1,500,,4,,
2,38,3,1,4,,,2,,7500,1,600,,4,,,4,,,4,,,4,,
1,402,7,1,4,,,4,,,4,,,1,100,,4,,,1,1950,,4,,
1,546,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,44,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,180,6,2,2,,2400,2,,3600,4,,,1,300,,4,,,1,200,,4,,
2,172,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,206,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,136,5,9,4,,,4,,,2,,2000,4,,,4,,,4,,,4,,
1,135,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,344,9,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,31,3,1,1,4000,,2,,5000,2,,15000,2,,5000,2,,1000,2,,5000,4,,
2,115,5,2,1,600,,4,,,1,3800,,4,,,4,,,4,,,4,,
2,349,6,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,175,6,2,1,3500,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,200,7,1,4,,,4,,,4,,,1,1400,,4,,,1,7350,,4,,
1,74,7,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,261,5,8,4,,,4,,,1,1000,,4,,,4,,,4,,,4,,
1,299,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,63,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,195,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,338,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,259,9,2,4,,,4,,,4,,,4,,,4,,,1,600,,4,,
2,375,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,443,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,152,1,2,2,,2000,2,,5000,2,,6000,4,,,4,,,4,,,4,,
1,522,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,458,4,3,4,,,2,,3000,4,,,4,,,4,,,4,,,4,,
1,226,2,1,4,,,4,,,4,,,2,,700,4,,,4,,,4,,
2,456,2,1,4,,,2,,1000,4,,,4,,,4,,,4,,,4,,
1,311,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,64,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,588,6,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,266,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,508,11,1,1,500,,2,,7000,1,7000,,4,,,1,1400,,4,,,4,,
2,484,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,117,2,1,1,4550,,1,3500,,1,4900,,4,,,4,,,4,,,4,,
1,31,6,2,4,,,1,21000,,1,19600,,1,4200,,4,,,1,3000,,4,,
1,157,2,2,2,,1800,2,,2600,2,,4500,4,,,4,,,4,,,4,,
1,87,4,3,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
1,495,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,290,1,3,1,2400,,4,,,4,,,4,,,4,,,4,,,4,,
1,317,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,568,4,1,1,700,,2,,3500,1,3500,,4,,,1,350,,4,,,4,,
1,180,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,495,12,1,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
1,167,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,195,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,215,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,420,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,136,6,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,106,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,146,5,2,4,,,4,,,2,,1500,4,,,4,,,4,,,4,,
2,471,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,572,4,1,1,4550,,4,,,4,,,4,,,4,,,4,,,4,,
2,471,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,176,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,470,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,294,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,3,1,4,,,2,,1500,4,,,4,,,4,,,4,,,4,,
2,318,4,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,582,9,12,1,600,,4,,,4,,,4,,,4,,,4,,,4,,
2,475,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,57,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,113,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,246,6,1,4,,,2,,1500,2,,2000,2,,700,2,,600,4,,,4,,
2,286,3,2,1,600,,2,,3500,4,,,1,300,,4,,,4,,,4,,
1,237,4,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,510,8,5,1,35000,,4,,,4,,,1,14000,,4,,,1,3000,,4,,
2,356,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,111,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,149,4,1,1,2000,,4,,,4,,,4,,,4,,,4,,,4,,
1,253,2,2,4,,,4,,,4,,,4,,,1,350,,1,500,,4,,
1,289,3,1,1,1800,,2,,7000,4,,,1,450,,4,,,4,,,4,,
1,595,7,2,1,1050,,4,,,4,,,4,,,4,,,4,,,4,,
1,434,3,1,1,500,,4,,,4,,,1,150,,4,,,4,,,4,,
2,530,6,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,398,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,129,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,340,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,533,9,2,1,7500,,4,,,4,,,1,2100,,1,700,,1,800,,4,,
1,83,11,1,1,3500,,4,,,1,4200,,1,700,,4,,,2,,200,4,,
1,434,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,135,3,10,4,,,4,,,1,1000,,4,,,4,,,4,,,4,,
1,99,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,95,9,5,1,1925,,4,,,4,,,4,,,4,,,4,,,4,,
2,92,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,585,3,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,411,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,573,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,14,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,185,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,343,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,21,6,1,4,,,4,,,4,,,4,,,4,,,1,2000,,4,,
2,102,8,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,210,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,184,10,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,249,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,350,7,2,1,1500,,4,,,4,,,1,400,,1,700,,4,,,4,,
1,358,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,93,12,5,2,,1000,2,,1500,2,,1500,4,,,4,,,4,,,4,,
2,264,3,2,4,,,4,,,1,5000,,4,,,4,,,1,1800,,4,,
2,227,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,293,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,210,7,2,1,1500,,4,,,4,,,4,,,4,,,4,,,4,,
2,397,4,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,4,6,1,4,,,4,,,1,6500,,4,,,4,,,4,,,4,,
2,347,4,5,1,500,,4,,,4,,,1,200,,4,,,4,,,4,,
1,150,3,1,1,1400,,1,3500,,1,450,,1,250,,4,,,4,,,4,,
1,65,9,1,1,3500,,4,,,4,,,4,,,4,,,4,,,4,,
1,535,3,6,1,5250,,4,,,4,,,4,,,4,,,4,,,4,,
2,324,5,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,140,6,1,4,,,4,,,1,1800,,4,,,4,,,4,,,4,,
1,595,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,173,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,493,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,226,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,12,1,4,,,4,,,4,,,1,2000,,4,,,4,,,4,,
2,149,5,2,4,,,1,1400,,4,,,4,,,4,,,4,,,4,,
1,396,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,97,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,76,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,465,7,1,4,,,4,,,4,,,2,,1000,4,,,4,,,4,,
1,206,7,1,1,450,,4,,,1,300,,4,,,4,,,4,,,4,,
2,44,4,2,4,,,4,,,1,900,,4,,,4,,,4,,,4,,
1,3,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,65,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,440,6,1,4,,,2,,2000,4,,,4,,,4,,,4,,,4,,
2,18,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,582,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,385,1,1,4,,,4,,,1,1000,,4,,,4,,,4,,,4,,
1,180,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,198,6,1,4,,,1,3500,,1,3500,,4,,,4,,,4,,,4,,
2,284,4,1,4,,,2,,14000,4,,,4,,,4,,,4,,,4,,
1,589,2,1,2,,4900,4,,,4,,,4,,,1,700,,4,,,4,,
1,427,7,1,1,4750,,1,2000,,1,2000,,1,1200,,1,500,,4,,,4,,
2,212,6,2,1,3500,,4,,,4,,,4,,,4,,,4,,,4,,
1,459,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,204,12,1,1,4500,,3,15000,3000,1,8000,,4,,,4,,,1,3000,,4,,
2,414,3,1,4,,,4,,,4,,,4,,,4,,,1,1000,,4,,
1,47,7,2,4,,,4,,,1,3000,,4,,,4,,,1,1000,,4,,
2,433,6,1,4,,,4,,,4,,,1,1500,,4,,,4,,,4,,
1,379,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,104,8,2,1,7000,,4,,,1,17000,,1,1000,,1,2100,,1,3850,,4,,
1,257,9,1,4,,,4,,,4,,,4,,,4,,,1,1000,,4,,
1,253,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,346,9,1,1,2750,,4,,,4,,,4,,,4,,,4,,,4,,
1,217,3,2,1,6300,,4,,,4,,,1,1500,,1,1050,,4,,,4,,
1,295,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,42,4,1,4,,,4,,,1,600,,4,,,4,,,4,,,4,,
2,260,5,1,4,,,4,,,4,,,4,,,4,,,1,700,,4,,
1,543,6,1,1,3125,,4,,,4,,,4,,,4,,,4,,,4,,
1,165,6,2,4,,,4,,,1,500,,1,400,,2,,300,4,,,4,,
1,548,9,2,4,,,1,1500,,4,,,4,,,4,,,1,5600,,4,,
2,388,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,523,5,1,1,2100,,2,,3500,1,3500,,4,,,1,1750,,1,4200,,4,,
1,91,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,378,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,260,6,1,1,2050,,1,14000,,1,5000,,4,,,4,,,4,,,4,,
1,353,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,527,11,3,1,5250,,4,,,4,,,4,,,4,,,4,,,4,,
2,100,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,35,8,2,4,,,4,,,4,,,4,,,4,,,1,2200,,4,,
1,199,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,71,3,1,4,,,4,,,1,500,,4,,,4,,,1,3000,,4,,
1,341,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,3,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,558,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,255,2,2,4,,,4,,,4,,,4,,,4,,,1,200,,4,,
2,536,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,471,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,116,10,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,405,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,44,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,379,8,2,4,,,2,,2500,2,,2000,4,,,4,,,4,,,4,,
2,138,6,18,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,3,1,4,,,4,,,4,,,4,,,4,,,1,1000,,4,,
1,362,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,162,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,439,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,528,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,260,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,425,1,2,1,11200,,4,,,4,,,1,1400,,4,,,4,,,4,,
1,27,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,408,11,1,1,5550,,4,,,4,,,4,,,4,,,4,,,4,,
1,253,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,174,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,200,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,51,1,20,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,248,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,342,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,469,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,217,10,1,1,7000,,1,3500,,1,1500,,4,,,1,1500,,4,,,4,,
2,542,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,211,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,81,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,354,4,13,1,4000,,4,,,1,3500,,4,,,4,,,1,1500,,4,,
1,171,12,5,1,2100,,1,3500,,4,,,1,500,,1,250,,4,,,4,,
1,400,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,224,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,556,8,6,4,,,2,,2000,4,,,4,,,4,,,4,,,4,,
2,10,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,545,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,542,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,530,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,345,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,13,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,3,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,313,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,328,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,93,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,45,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,173,8,3,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
2,471,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,4,2,4,,,4,,,4,,,4,,,4,,,2,,1800,4,,
1,507,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,354,5,1,4,,,3,2800,1500,2,,5250,4,,,4,,,4,,,4,,
2,536,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,378,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,74,11,2,2,,14000,2,,35000,1,700,,4,,,4,,,4,,,4,,
2,373,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,199,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,462,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,101,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,457,7,1,4,,,4,,,4,,,1,700,,4,,,4,,,4,,
2,60,7,1,1,3500,,1,27500,,4,,,4,,,4,,,1,7000,,4,,
2,452,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,592,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,244,6,2,4,,,2,,2000,4,,,4,,,4,,,4,,,4,,
1,171,4,1,4,,,4,,,4,,,1,1000,,4,,,4,,,4,,
1,131,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,289,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,440,1,1,4,,,4,,,4,,,1,1000,,1,1400,,4,,,4,,
1,43,7,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,502,1,1,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
1,23,10,1,4,,,4,,,4,,,4,,,4,,,1,1600,,1,1800,
2,308,8,1,4,,,4,,,4,,,1,1000,,4,,,4,,,4,,
2,467,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,31,7,1,2,,10500,2,,7000,2,,7000,4,,,2,,700,2,,3000,4,,
1,379,2,11,1,2550,,4,,,4,,,4,,,4,,,4,,,4,,
2,583,2,1,2,,3500,4,,,4,,,4,,,1,1400,,4,,,4,,
1,27,10,2,1,3000,,4,,,1,4000,,4,,,4,,,4,,,4,,
1,353,8,13,4,,,2,,1000,4,,,4,,,4,,,4,,,4,,
2,113,7,1,1,3500,,4,,,4,,,4,,,4,,,1,500,,4,,
2,12,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,192,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,500,1,1,4,,,4,,,4,,,4,,,1,1750,,1,700,,4,,
2,18,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,217,9,8,4,,,4,,,4,,,1,2000,,4,,,1,2500,,4,,
2,234,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,9,1,2,4,,,4,,,4,,,4,,,4,,,1,3500,,4,,
2,98,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,31,4,1,4,,,1,3500,,1,1600,,1,1000,,4,,,1,800,,4,,
1,370,5,5,1,4175,,4,,,4,,,4,,,4,,,4,,,4,,
2,332,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,34,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,479,3,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,217,5,1,1,2100,,1,3500,,1,7000,,4,,,1,1750,,1,1500,,4,,
2,426,4,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,195,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,15,8,12,4,,,4,,,1,2000,,4,,,4,,,1,1600,,4,,
2,207,5,2,1,2000,,1,1200,,4,,,4,,,4,,,4,,,4,,
1,472,9,10,4,,,4,,,4,,,1,1900,,4,,,4,,,4,,
2,10,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,458,5,1,1,2700,,1,10000,,1,6000,,4,,,4,,,4,,,4,,
1,104,9,2,1,24150,,4,,,4,,,4,,,4,,,4,,,4,,
2,205,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,472,4,8,4,,,4,,,4,,,1,1400,,4,,,4,,,4,,
1,333,7,1,4,,,4,,,4,,,1,2000,,1,2100,,4,,,4,,
2,536,5,1,1,700,,1,3500,,1,2100,,4,,,4,,,4,,,4,,
2,109,8,2,4,,,1,700,,4,,,4,,,4,,,4,,,4,,
1,110,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,264,4,1,4,,,4,,,4,,,4,,,4,,,1,700,,4,,
2,22,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,388,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,4,10,4,,,2,,3500,4,,,1,3500,,4,,,4,,,4,,
2,69,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,473,4,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,387,5,3,1,300,,4,,,4,,,1,250,,4,,,4,,,4,,
1,385,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,158,3,1,4,,,2,,4200,4,,,1,2700,,4,,,1,1200,,4,,
1,485,10,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,134,7,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,328,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,45,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,174,5,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,173,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,5,1,1,2800,,4,,,4,,,1,1750,,4,,,4,,,4,,
2,405,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,252,3,1,1,7000,,4,,,4,,,1,1000,,4,,,4,,,4,,
1,461,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,332,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,246,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,125,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,100,5,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,185,5,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,474,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,406,5,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,216,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,561,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,251,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,44,6,4,4,,,4,,,1,2100,,4,,,4,,,4,,,4,,
1,283,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,524,4,1,1,500,,2,,1200,2,,500,4,,,4,,,4,,,4,,
2,478,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,370,9,1,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,6,1,1,1500,,1,4000,,1,2500,,1,2500,,1,1200,,1,500,,4,,
2,54,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,490,7,1,4,,,2,,3500,2,,1000,4,,,4,,,4,,,4,,
1,257,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,227,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,337,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,219,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,61,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,160,5,1,4,,,4,,,4,,,1,1250,,4,,,4,,,4,,
1,337,2,1,4,,,4,,,1,3600,,4,,,4,,,4,,,4,,
1,112,12,1,1,1400,,4,,,4,,,4,,,1,350,,1,2800,,4,,
1,70,12,23,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,258,4,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,272,7,8,4,,,4,,,4,,,4,,,4,,,1,1000,,4,,
2,560,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,582,4,6,1,2100,,4,,,4,,,1,1400,,4,,,4,,,4,,
1,145,10,6,4,,,2,,2000,4,,,4,,,4,,,4,,,4,,
2,6,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,370,6,2,1,3300,,4,,,4,,,4,,,4,,,4,,,4,,
1,483,6,2,1,28100,,2,,2500,4,,,1,3000,,1,1500,,1,1000,,4,,
2,60,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,336,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,520,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
