"vague","grappe","menage","s07aq00","s07aq01b","s07aq02b","s07aq03b","s07aq04b","s07aq05b","s07aq06b","s07aq07b","s07aq08b","s07aq09b","s07aq10b","s07aq11b","s07aq12b","s07aq13b","s07aq14b","s07aq15b","s07aq16b","s07aq17b","s07aq18b","s07aq19b","s07aq20b","s07aq21b"
1,159,4,2,1,3500,,4,,,1,600,,1,1400,,4,,,4,,,4,,
2,102,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,273,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,400,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,181,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,305,5,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,392,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,447,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,391,3,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,265,2,1,4,,,4,,,4,,,1,1000,,4,,,4,,,4,,
2,397,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,354,2,1,1,2800,,2,,1500,1,3400,,1,750,,4,,,4,,,4,,
1,193,10,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,303,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,18,3,1,4,,,1,4000,,4,,,4,,,4,,,4,,,4,,
2,544,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,4,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,250,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,226,10,2,4,,,4,,,4,,,4,,,4,,,1,2400,,4,,
2,391,4,6,4,,,4,,,4,,,1,2800,,4,,,4,,,4,,
1,394,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,109,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,264,2,1,4,,,4,,,4,,,4,,,4,,,1,700,,4,,
2,113,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,109,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,472,10,3,4,,,4,,,4,,,4,,,4,,,1,1400,,4,,
2,382,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,277,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,389,9,2,4,,,4,,,1,250,,4,,,4,,,4,,,4,,
1,495,8,2,4,,,4,,,4,,,1,1400,,4,,,4,,,4,,
1,118,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,537,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,346,8,3,1,750,,2,,2000,4,,,4,,,4,,,4,,,4,,
1,59,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,261,11,1,4,,,4,,,4,,,1,300,,4,,,1,700,,4,,
2,236,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,369,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,563,5,1,1,6000,,4,,,4,,,1,1500,,4,,,4,,,4,,
2,375,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,247,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,373,5,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,589,1,3,1,1500,,4,,,4,,,4,,,4,,,4,,,4,,
2,203,7,1,4,,,2,,21000,1,14000,,4,,,4,,,1,1200,,4,,
2,547,8,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,259,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,166,3,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,37,11,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,113,5,7,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
1,372,6,8,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
1,251,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,248,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,262,2,15,4,,,2,,3000,4,,,4,,,4,,,4,,,4,,
2,349,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,90,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,465,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,21,3,1,1,2100,,2,,3500,2,,3500,4,,,4,,,1,1500,,4,,
1,19,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,118,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,97,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,458,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,183,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,576,10,2,2,,500,4,,,4,,,4,,,4,,,4,,,4,,
2,509,4,2,4,,,4,,,4,,,4,,,1,50,,4,,,4,,
1,307,5,1,4,,,4,,,4,,,4,,,2,,300,2,,1000,4,,
2,98,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,335,5,15,4,,,4,,,4,,,1,2000,,4,,,1,1000,,4,,
1,145,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,166,4,1,1,2000,,2,,4900,4,,,1,2500,,4,,,1,3500,,4,,
1,116,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,22,2,1,4,,,4,,,1,5000,,4,,,4,,,4,,,4,,
2,212,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,103,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,376,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,79,7,2,4,,,4,,,1,4000,,4,,,4,,,4,,,4,,
2,144,4,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,6,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,34,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,586,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,440,3,1,4,,,2,,1000,4,,,4,,,4,,,4,,,4,,
1,449,5,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,267,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,457,8,1,4,,,4,,,4,,,1,1200,,1,200,,4,,,4,,
1,118,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,37,1,1,4,,,4,,,4,,,1,800,,4,,,4,,,4,,
1,423,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,27,12,1,1,6000,,4,,,4,,,4,,,4,,,4,,,4,,
2,286,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,233,4,10,4,,,4,,,4,,,4,,,2,,300,4,,,4,,
1,374,1,1,1,2500,,4,,,4,,,4,,,4,,,4,,,4,,
2,32,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,246,4,1,4,,,4,,,4,,,4,,,1,1000,,1,1250,,4,,
2,484,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,118,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,88,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,572,2,2,1,300,,4,,,4,,,4,,,4,,,4,,,4,,
1,557,7,1,4,,,4,,,4,,,4,,,4,,,1,600,,4,,
2,96,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,557,5,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,72,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,6,1,4,,,4,,,1,200,,1,2100,,4,,,4,,,4,,
2,403,4,1,4,,,2,,1000,2,,1000,4,,,4,,,4,,,4,,
1,179,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,101,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,439,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,219,5,16,2,,21000,4,,,2,,28000,4,,,4,,,4,,,4,,
2,105,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,461,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,133,12,1,4,,,4,,,3,600,1000,4,,,4,,,4,,,4,,
2,34,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,554,9,1,3,1000,700,4,,,4,,,4,,,4,,,4,,,4,,
1,357,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,3,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,133,7,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,259,3,2,4,,,4,,,4,,,1,1000,,4,,,1,1500,,4,,
2,407,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,2,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,581,5,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,232,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,91,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,119,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,10,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,448,4,1,1,2500,,4,,,4,,,4,,,4,,,4,,,4,,
1,161,3,1,4,,,4,,,1,1100,,1,700,,4,,,4,,,4,,
1,289,12,1,4,,,2,,2000,4,,,4,,,4,,,4,,,4,,
1,220,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,437,4,1,1,2400,,4,,,4,,,4,,,4,,,1,1250,,4,,
1,91,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,230,12,2,4,,,4,,,4,,,1,2000,,4,,,1,800,,4,,
1,39,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,65,12,1,4,,,4,,,4,,,1,250,,4,,,1,1400,,4,,
2,448,5,1,1,1500,,4,,,4,,,4,,,4,,,4,,,4,,
1,432,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,220,6,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,490,6,1,1,800,,2,,3000,4,,,4,,,4,,,4,,,4,,
2,371,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,359,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,216,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,323,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,141,12,1,4,,,4,,,2,,5000,4,,,4,,,4,,,4,,
2,256,5,1,4,,,4,,,4,,,4,,,4,,,1,2000,,4,,
2,437,5,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,279,6,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,83,12,2,4,,,4,,,4,,,4,,,4,,,1,800,,4,,
2,62,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,486,3,1,1,3500,,4,,,4,,,4,,,4,,,4,,,4,,
1,9,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,51,2,2,1,8500,,4,,,4,,,4,,,4,,,4,,,4,,
2,223,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,252,2,1,1,150,,1,5250,,1,7000,,2,,500,4,,,1,300,,4,,
1,390,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,243,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,5,2,2,4,,,4,,,1,3000,,4,,,4,,,4,,,4,,
1,545,12,2,1,750,,4,,,4,,,4,,,4,,,4,,,4,,
1,514,2,1,1,4000,,1,4000,,4,,,4,,,1,1750,,1,1200,,4,,
2,338,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,531,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,89,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,438,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,168,4,1,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
1,202,3,3,4,,,4,,,4,,,2,,,1,,,2,,,4,,
2,168,5,1,1,2800,,4,,,4,,,1,1400,,4,,,4,,,4,,
1,313,12,1,4,,,4,,,4,,,1,2100,,4,,,4,,,4,,
1,220,10,2,4,,,4,,,4,,,1,800,,4,,,4,,,4,,
1,91,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,199,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,309,10,4,4,,,4,,,4,,,1,1500,,4,,,4,,,4,,
1,191,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,578,2,1,1,1400,,4,,,4,,,4,,,1,800,,1,3000,,4,,
2,441,5,7,1,11200,,4,,,4,,,4,,,4,,,4,,,4,,
1,224,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,60,4,1,4,,,4,,,1,7000,,4,,,4,,,4,,,4,,
1,103,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,223,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,237,9,2,4,,,4,,,4,,,1,950,,4,,,1,650,,4,,
1,112,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,12,1,1,450,,4,,,4,,,1,200,,4,,,4,,,4,,
2,471,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,423,10,10,1,5200,,4,,,4,,,4,,,4,,,4,,,4,,
1,43,4,2,4,,,4,,,4,,,1,1000,,4,,,4,,,4,,
1,323,5,2,1,9275,,4,,,4,,,4,,,4,,,4,,,4,,
2,354,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,60,5,1,4,,,2,,4900,4,,,4,,,4,,,1,700,,4,,
1,472,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,408,4,4,1,5600,,4,,,4,,,4,,,4,,,4,,,4,,
1,489,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,135,8,1,4,,,2,,5000,4,,,4,,,4,,,4,,,4,,
2,115,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,224,6,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,103,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,291,8,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,121,7,2,1,2450,,4,,,4,,,4,,,4,,,4,,,4,,
1,440,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,167,11,2,1,700,,2,,1700,4,,,4,,,4,,,4,,,4,,
2,12,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,238,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,170,4,2,1,3500,,2,,4200,2,,4200,4,,,4,,,4,,,4,,
1,325,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,141,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,76,4,2,4,,,4,,,4,,,1,300,,4,,,1,2000,,4,,
1,85,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,149,2,2,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,352,9,1,1,7000,,4,,,4,,,4,,,4,,,1,1500,,4,,
1,182,9,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,587,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,535,9,1,1,3500,,1,3500,,1,14000,,1,1000,,1,700,,1,4900,,4,,
1,379,11,1,1,750,,4,,,4,,,4,,,1,1500,,4,,,4,,
1,593,5,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,310,4,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,470,1,1,1,2800,,2,,3500,2,,3500,4,,,2,,1400,2,,1000,4,,
1,565,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,37,2,14,4,,,4,,,4,,,1,1050,,4,,,4,,,4,,
2,231,3,14,1,3000,,4,,,4,,,4,,,4,,,4,,,4,,
1,445,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,67,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,478,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,161,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,572,6,5,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
2,312,2,1,1,6750,,4,,,4,,,4,,,4,,,4,,,4,,
1,574,12,2,1,1250,,4,,,4,,,4,,,1,900,,4,,,4,,
1,331,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,232,8,1,2,,1400,2,,3500,2,,3500,4,,,4,,,4,,,4,,
2,245,3,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,530,5,3,4,,,1,17500,,1,17500,,4,,,4,,,4,,,4,,
1,47,2,1,1,4200,,1,10500,,1,10000,,4,,,4,,,4,,,4,,
1,122,3,1,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
1,261,12,1,4,,,4,,,4,,,1,250,,1,350,,1,700,,4,,
2,568,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,311,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,145,1,1,1,350,,2,,500,4,,,1,2000,,1,50,,4,,,4,,
2,395,5,1,4,,,4,,,1,2100,,4,,,4,,,4,,,4,,
1,93,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,551,6,1,1,900,,4,,,4,,,4,,,4,,,4,,,4,,
2,560,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,275,7,7,1,200,,4,,,4,,,4,,,4,,,4,,,4,,
2,246,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,390,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,157,3,1,4,,,4,,,4,,,1,300,,4,,,4,,,4,,
2,318,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,519,2,2,1,2100,,4,,,4,,,1,400,,4,,,4,,,4,,
2,272,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,186,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,56,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,224,10,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,4,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,164,3,1,4,,,2,,1500,4,,,4,,,4,,,4,,,4,,
2,367,5,1,4,,,2,,6500,1,2500,,4,,,4,,,4,,,4,,
1,545,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,341,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,219,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,332,3,2,4,,,1,3000,,4,,,4,,,4,,,4,,,4,,
1,396,4,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,6,1,4,,,4,,,4,,,4,,,1,1400,,4,,,4,,
2,480,6,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,265,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,388,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,188,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,349,5,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,442,1,1,4,,,4,,,4,,,1,300,,1,500,,4,,,4,,
1,104,6,1,1,3900,,1,7000,,1,3900,,1,1500,,4,,,4,,,4,,
2,361,3,1,1,1500,,4,,,4,,,4,,,4,,,4,,,4,,
1,512,7,1,4,,,4,,,4,,,4,,,1,1750,,1,350,,4,,
2,314,5,1,4,,,4,,,4,,,1,3850,,4,,,4,,,4,,
2,300,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,39,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,116,9,1,4,,,2,,3500,1,750,,4,,,4,,,1,300,,4,,
2,207,4,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,110,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,238,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,61,6,1,4,,,4,,,4,,,1,15000,,4,,,1,20000,,4,,
1,47,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,336,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,501,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,527,8,2,1,6825,,4,,,4,,,4,,,4,,,4,,,4,,
2,426,2,1,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
1,95,8,1,1,7000,,4,,,4,,,4,,,4,,,1,300,,4,,
2,86,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,588,5,1,1,1400,,1,3500,,1,2100,,4,,,1,825,,4,,,4,,
1,548,10,1,1,7000,,4,,,4,,,4,,,1,4200,,1,10500,,4,,
2,338,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,81,10,2,4,,,4,,,1,3000,,1,400,,4,,,1,1000,,4,,
2,38,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,471,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,247,10,1,4,,,4,,,4,,,4,,,2,,1500,4,,,4,,
1,83,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,52,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,358,8,1,4,,,2,,7000,2,,7500,1,300,,4,,,1,2100,,4,,
1,257,7,2,4,,,4,,,4,,,4,,,1,300,,1,500,,4,,
1,319,1,1,4,,,4,,,4,,,4,,,4,,,1,1500,,4,,
1,466,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,452,5,1,4,,,2,,1000,4,,,4,,,4,,,4,,,4,,
2,312,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,159,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,123,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,549,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,437,6,1,1,3000,,4,,,4,,,4,,,4,,,4,,,4,,
1,143,12,10,4,,,4,,,4,,,4,,,1,450,,1,2700,,4,,
2,128,5,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,362,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,242,11,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,196,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,265,5,1,4,,,4,,,4,,,4,,,4,,,1,700,,4,,
2,422,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,105,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,562,3,1,1,2100,,2,,4500,1,7000,,4,,,4,,,4,,,4,,
1,110,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,452,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,133,6,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,461,8,1,1,3500,,1,5600,,1,7500,,4,,,4,,,1,1000,,4,,
2,198,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,342,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,373,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,221,4,1,1,1200,,4,,,4,,,4,,,4,,,4,,,4,,
2,320,5,2,4,,,4,,,4,,,4,,,4,,,1,700,,4,,
2,450,2,1,4,,,2,,1500,4,,,4,,,4,,,4,,,4,,
2,506,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,50,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,271,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,525,9,1,1,455,,2,,7500,2,,6000,2,,7500,4,,,4,,,4,,
1,159,7,1,2,,200,2,,500,4,,,4,,,4,,,4,,,4,,
1,457,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,124,4,1,4,,,2,,3500,4,,,4,,,4,,,4,,,4,,
1,341,6,1,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
2,98,5,1,4,,,1,3500,,1,1500,,4,,,1,200,,1,350,,4,,
2,585,2,1,1,3500,,4,,,4,,,4,,,1,700,,4,,,4,,
2,395,6,1,1,200,,4,,,1,575,,4,,,4,,,4,,,4,,
2,60,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,53,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,404,5,3,4,,,4,,,1,1400,,4,,,4,,,4,,,4,,
2,553,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,348,5,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,108,4,6,4,,,4,,,4,,,4,,,4,,,4,,,1,5000,
2,511,3,1,1,2000,,4,,,4,,,4,,,4,,,4,,,4,,
1,565,7,1,1,3500,,1,7000,,1,10500,,1,2000,,4,,,1,2100,,4,,
1,95,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,7,1,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
2,190,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,320,6,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,7,1,4,,,2,,5000,4,,,4,,,4,,,4,,,4,,
1,520,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,125,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,106,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,522,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,304,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,227,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,11,1,4,,,4,,,4,,,4,,,1,1500,,1,700,,4,,
2,24,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,592,4,1,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
1,539,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,509,5,2,1,5250,,4,,,4,,,4,,,1,5000,,4,,,4,,
2,245,4,1,1,1500,,4,,,4,,,1,800,,1,1000,,1,1700,,4,,
2,22,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,146,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,9,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,152,7,2,4,,,4,,,1,850,,1,300,,4,,,4,,,4,,
1,222,3,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,220,12,3,1,5000,,4,,,4,,,3,500,1000,4,,,4,,,4,,
2,183,5,13,4,,,2,,3500,4,,,4,,,4,,,4,,,4,,
1,65,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,149,3,1,1,1400,,4,,,4,,,1,850,,4,,,4,,,4,,
2,166,5,1,1,500,,1,2500,,1,1500,,4,,,1,1400,,4,,,4,,
1,390,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,426,3,1,1,1050,,4,,,1,500,,4,,,4,,,4,,,4,,
2,359,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,513,4,2,1,2100,,4,,,4,,,1,500,,4,,,4,,,4,,
1,432,10,2,1,750,,4,,,4,,,4,,,1,800,,1,300,,4,,
2,573,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
